company_id;company_name;date_first_certified;date_certified;current_status;industry;industry_category;country;state;city;sector;size;website;assessment_year;overall_score;impact_area_community;impact_area_customers;impact_area_environment;impact_area_governance;impact_area_workers;certification_cycle
001C000000r37OOIAY;Grassroots Capital Management Corp PBC;15/07/09;11/11/19;certified;Equity Investor - Emerging Markets;Financial Services;United States;Massachusetts;Plainfield;Service with Minor Environmental Footprint;01-Sep;www.grassrootscap.com;2019;94.6;11.5;46.2;0.2;17.6;18.9;1.0
001C000000r37OOIAY;Grassroots Capital Management Corp PBC;15/07/09;30/08/16;certified;Equity Investor - Emerging Markets;Financial Services;United States;Massachusetts;Plainfield;Service with Minor Environmental Footprint;01-Sep;www.grassrootscap.com;2016;101.2;16.9;45.4;1.1;17.9;19.9;2.0
001C000000r37OOIAY;Grassroots Capital Management Corp PBC;15/07/09;20/08/14;certified;Equity Investor - Emerging Markets;Financial Services;United States;Massachusetts;Plainfield;Service with Minor Environmental Footprint;01-Sep;www.grassrootscap.com;2014;110.9;18.2;42.6;6.1;17.5;26.6;3.0
001C000000r37OOIAY;Grassroots Capital Management Corp PBC;15/07/09;16/07/12;certified;Equity Investor - Emerging Markets;Financial Services;United States;Massachusetts;Plainfield;Service with Minor Environmental Footprint;01-Sep;www.grassrootscap.com;2012;108.2;10.4;39.9;5.2;16.7;36.0;4.0
0013b00001vPP72AAG;KAIA Clothing;12/01/22;12/01/22;certified;Apparel, Footwear & Accessories;Consumer Products & Services;United Kingdom;England;Buckingham;Wholesale/Retail;0;www.kaiaclothing.co.uk;2021;91.2;59.4;1.5;18.5;11.7;;1.0
0013b00001nF5vaAAC;One+All;11/08/20;11/08/20;certified;Apparel, Footwear & Accessories;Consumer Products & Services;United Kingdom;Stockport;Stockport;Wholesale/Retail;50-249;oneandall.co.uk;2019;107.4;15.2;2.8;24.0;15.0;50.2;1.0
001C000001Yt7T8IAJ;IBA Group (Ion Beam Applications Group);01/04/21;01/04/21;certified;Machinery & Equipment;Business Products & Services;Belgium;Walloon Brabant;Louvain-la-Neuve;Manufacturing;1000;www.iba-worldwide.com;2020;90.4;10.4;29.2;9.3;17.3;23.9;1.0
0018000000knYgdAAE;Erbaviva;28/10/10;22/03/17;certified;Home & Personal Care;Consumer Products & Services;United States;California;Chatsworth;Manufacturing;Oct-49;erbaviva.com;2016;81.9;25.9;0.0;23.1;16.4;16.5;1.0
0018000000knYgdAAE;Erbaviva;28/10/10;05/01/16;certified;Home & Personal Care;Consumer Products & Services;United States;California;Chatsworth;Manufacturing;Oct-49;erbaviva.com;2015;80.6;19.6;0.0;30.6;12.2;18.1;2.0
001C000001dfggUIAQ;ALTERFIN;13/03/18;13/03/18;certified;Equity Investor - Developed Markets;Financial Services;Belgium;Bruxelles;Bruxelles;Service with Minor Environmental Footprint;Oct-49;www.alterfin.be;2017;108.9;17.7;33.0;5.2;16.1;35.2;1.0
001C000001mWkxfIAC;Skidmore Group;24/01/20;24/01/20;certified;Equity Investor - Developed Markets;Financial Services;Canada;British Columbia;Coquitlam;Service with Minor Environmental Footprint;Oct-49;skidmoregroup.com;2019;86.1;11.1;19.8;8.1;16.5;30.4;1.0
001C000001iu6XrIAI;TheDive GmbH;15/07/19;15/07/19;certified;Other;Education & Training Services;Germany;Berlin;Berlin;Service with Minor Environmental Footprint;Oct-49;www.thedive.com;2018;80.5;28.7;0.7;10.8;18.5;21.6;1.0
0013b00001vJnUfAAK;Riddl;22/03/22;22/03/22;certified;IT Software & Services/Web Design;Business Products & Services;Canada;New Brunswick;Fredericton;Service with Minor Environmental Footprint;01-Sep;riddl.ca;2021;110.7;18.4;30.3;7.2;18.5;36.2;1.0
001C000001P7kMmIAJ;Insecta Shoes;09/06/16;28/03/19;certified;Apparel, Footwear & Accessories;Consumer Products & Services;Brazil;São Paulo;São Paulo;Wholesale/Retail;Oct-49;www.insectashoes.com;2018;81.5;20.0;;25.9;12.6;22.8;1.0
001C000001P7kMmIAJ;Insecta Shoes;09/06/16;09/06/16;certified;Apparel, Footwear & Accessories;Consumer Products & Services;Brazil;São Paulo;São Paulo;Wholesale/Retail;01-Sep;www.insectashoes.com;2016;85.5;21.5;0.0;37.5;6.7;19.8;2.0
001C0000015qtwFIAQ;Animana;25/09/13;17/05/21;certified;Housewares, Home Furnishings, & Accessories;Consumer Products & Services;Argentina;Buenos Aires;Ciudad Autónoma de Buenos Aires;Wholesale/Retail;01-Sep;www.animanaonline.com.ar;2020;82.9;29.1;10.4;16.0;13.8;13.3;1.0
001C0000015qtwFIAQ;Animana;25/09/13;14/03/17;certified;Housewares, Home Furnishings, & Accessories;Consumer Products & Services;Argentina;Buenos Aires;Ciudad Autónoma de Buenos Aires;Wholesale/Retail;Oct-49;www.animanaonline.com.ar;2016;97.4;46.9;6.7;15.1;9.3;19.4;2.0
001C0000015qtwFIAQ;Animana;25/09/13;25/09/13;certified;Housewares, Home Furnishings, & Accessories;Consumer Products & Services;Argentina;Buenos Aires;Ciudad Autónoma de Buenos Aires;Wholesale/Retail;Oct-49;www.animanaonline.com.ar;2013;88.4;40.4;0.0;29.2;2.6;16.2;3.0
0013b00001uNOXCAA4;TomboyX;24/01/22;24/01/22;certified;Apparel, Footwear & Accessories;Consumer Products & Services;United States;Washington;Seattle;Wholesale/Retail;Oct-49;www.tomboyx.com;2021;94.9;22.4;6.6;30.4;9.5;25.8;1.0
0013b00001wsDSzAAM;eSuite Talent;09/11/21;09/11/21;certified;Research & Design;Business Products & Services;Australia;Queensland;Teneriffe;Service with Minor Environmental Footprint;01-Sep;esuitetalent.com.au;2021;95.4;44.3;2.5;6.6;14.5;27.4;1.0
001C000001aiIeVIAU;Floyd Snider;28/06/17;13/04/21;certified;Environmental Remediation;Energy & Environmental Services;United States;Washington;Seattle;Service with Minor Environmental Footprint;Oct-49;www.floydsnider.com;2020;119.8;20.1;2.6;35.2;19.2;42.6;1.0
001C000001aiIeVIAU;Floyd Snider;28/06/17;28/06/17;certified;Environmental Remediation;Energy & Environmental Services;United States;Washington;Seattle;Service with Minor Environmental Footprint;Oct-49;www.floydsnider.com;2017;121.2;24.3;0.0;39.1;19.4;38.4;2.0
0013b00001nEdZcAAK;VERTMONDE;01/09/20;01/09/20;certified;Waste Management;Energy & Environmental Services;Ecuador;Pichincha;QUITO;Manufacturing;Oct-49;https://vertmonde.com/;2019;90.7;15.4;2.2;41.2;14.2;17.4;1.0
001C000001MNDCRIA5;Neo;19/07/16;09/01/22;certified;Marketing & Communications Services;Business Products & Services;United Kingdom;Powys;Llanfyllin;Service with Minor Environmental Footprint;01-Sep;www.weareneo.com;2021;116.6;29.1;23.0;8.4;18.9;37.1;1.0
001C000001MNDCRIA5;Neo;19/07/16;19/07/16;certified;Marketing & Communications Services;Business Products & Services;United Kingdom;Powys;Llanfyllin;Service with Minor Environmental Footprint;Oct-49;www.weareneo.com;2016;94.6;23.6;19.0;11.7;11.4;28.9;2.0
0018000000PSEoKAAX;National Co+op Grocers;12/10/11;21/09/18;certified;Management and Financial Consulting;Business Products & Services;United States;Minnesota;Saint Paul;Service with Minor Environmental Footprint;50-249;www.ncg.coop;2018;87.1;16.1;15.8;12.8;18.0;24.2;1.0
0018000000PSEoKAAX;National Co+op Grocers;12/10/11;29/06/16;certified;Management and Financial Consulting;Business Products & Services;United States;Minnesota;Saint Paul;Service with Minor Environmental Footprint;50-249;www.ncg.coop;2016;96.0;20.7;16.7;8.6;19.0;31.1;2.0
0018000000PSEoKAAX;National Co+op Grocers;12/10/11;31/01/14;certified;Management and Financial Consulting;Business Products & Services;United States;Minnesota;Saint Paul;Service with Minor Environmental Footprint;50-249;www.ncg.coop;2013;80.7;10.5;15.0;7.7;17.9;29.5;3.0
001C000001P6xa6IAB;Lumo;20/09/15;13/09/17;certified;Investment Advisor;Financial Services;France;Nouvelle-Aquitaine;Bordeaux;Service with Minor Environmental Footprint;01-Sep;www.lumo-france.com;2017;87.4;18.7;28.3;7.4;14.9;18.1;1.0
001C000001P6xa6IAB;Lumo;20/09/15;22/10/15;certified;Investment Advisor;Financial Services;France;Nouvelle-Aquitaine;Bordeaux;Service with Minor Environmental Footprint;01-Sep;www.lumo-france.com;2015;91.4;22.7;28.9;11.7;11.6;16.5;2.0
0013b00001tAS1rAAG;Been Management Consulting;15/11/21;15/11/21;certified;Management and Financial Consulting;Business Products & Services;Netherlands The;Noord-Holland;Schiphol;Service with Minor Environmental Footprint;Oct-49;beenmc.com;2020;80.0;20.8;8.2;9.6;17.5;23.8;1.0
0013b00001tBX9ZAAW;ANUKA Jewellery;21/02/22;21/02/22;certified;Jewelry;Consumer Products & Services;United Kingdom;Cheshire West and Chester;Tarporley;Manufacturing;0;anuka-jewellery.com;2021;108.3;68.3;2.8;27.6;9.4;;1.0
001C000001HXffeIAD;Emzingo;14/07/15;20/10/17;certified;Education & Training Services;Education & Training Services;United States;Pennsylvania;MEDIA;Service with Minor Environmental Footprint;01-Sep;www.emzingo.com;2017;99.6;16.0;49.5;0.0;12.2;21.9;1.0
001C000001HXffeIAD;Emzingo;14/07/15;15/07/15;certified;Education & Training Services;Education & Training Services;United States;Pennsylvania;MEDIA;Service with Minor Environmental Footprint;01-Sep;www.emzingo.com;2015;86.2;15.4;29.5;4.9;8.3;28.0;2.0
001C000001KmcxVIAR;Pisticci Restaurant;20/01/17;03/03/22;certified;Restaurant;Restaurant, Hospitality & Travel;United States;New York;New York;Service with Significant Environmental Footprint;Oct-49;pisticcinyc.com;2019;100.6;35.1;1.4;31.8;16.3;15.9;1.0
001C000001agWkkIAE;Artattack Group S.r.l.;10/11/17;09/12/21;certified;Marketing & Communications Services;Business Products & Services;Italy;Metropolitan City of Rome;Rome;Service with Minor Environmental Footprint;Oct-49;arkage.it;2021;90.7;20.0;8.3;9.6;21.0;31.6;1.0
001C000001agWkkIAE;Artattack Group S.r.l.;10/11/17;10/11/17;certified;Marketing & Communications Services;Business Products & Services;Italy;Metropolitan City of Rome;Rome;Service with Minor Environmental Footprint;Oct-49;arkage.it;2017;81.2;23.3;7.9;8.0;17.2;24.8;2.0
001C000001eZjr1IAC;Beyond - be extraordinary;10/12/19;10/12/19;certified;Education & Training Services;Education & Training Services;Ecuador;pichincha;Tumbaco;Service with Minor Environmental Footprint;01-Sep;www.beyond.ec;2019;81.3;23.1;23.2;2.5;7.6;24.7;1.0
001C000000zjwbEIAQ;New Seasons Market;13/03/13;21/06/21;certified;Food & Beverage;Consumer Products & Services;United States;Oregon;Portland;Wholesale/Retail;1000;www.newseasonsmarket.com;2020;80.4;20.5;1.3;24.9;12.2;21.3;1.0
001C000000zjwbEIAQ;New Seasons Market;13/03/13;24/08/17;certified;Food & Beverage;Consumer Products & Services;United States;Oregon;Portland;Wholesale/Retail;1000;www.newseasonsmarket.com;2017;102.2;43.8;0.0;21.3;12.6;24.5;2.0
001C000000zjwbEIAQ;New Seasons Market;13/03/13;16/07/15;certified;Food & Beverage;Consumer Products & Services;United States;Oregon;Portland;Wholesale/Retail;1000;www.newseasonsmarket.com;2015;108.7;47.7;2.7;21.8;11.3;25.1;3.0
001C000000zjwbEIAQ;New Seasons Market;13/03/13;13/03/13;certified;Food & Beverage;Consumer Products & Services;United States;Oregon;Portland;Wholesale/Retail;250;www.newseasonsmarket.com;2012;120.5;41.9;3.2;36.4;15.0;23.8;4.0
001C000001nFMX6IAO;Agenda, LLC;09/02/21;09/02/21;certified;Marketing & Communications Services;Business Products & Services;United States;New Mexico;Albuquerque;Service with Minor Environmental Footprint;Oct-49;www.agenda-global.com;2020;85.2;19.7;17.5;5.3;9.6;32.8;1.0
0013b00001qFVPEAA4;Jack and Ferdi;30/03/22;30/03/22;certified;Other;Health & Human Services;United States;Massachusetts;Cambridge;Service with Minor Environmental Footprint;0;jackandferdi.com;2020;90.6;62.1;2.0;8.9;17.5;;1.0
001C0000015Op39IAC;Amicus Solar Cooperative;11/11/15;28/12/17;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;United States;Colorado;Lyons;Service with Significant Environmental Footprint;01-Sep;amicussolar.com;2017;103.5;20.9;3.7;39.4;17.9;21.6;1.0
001C0000015Op39IAC;Amicus Solar Cooperative;11/11/15;11/11/15;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;United States;Colorado;Lyons;Service with Significant Environmental Footprint;01-Sep;amicussolar.com;2015;83.8;10.8;4.1;32.9;18.4;17.7;2.0
001C000001itrrbIAA;BMyA / Bruno Matarazzo y Asoc.;18/10/19;18/10/19;certified;Research & Design;Business Products & Services;Argentina;Buenos Aires;Ciudad Autónoma de Buenos Aires;Service with Minor Environmental Footprint;Oct-49;www.brunomatarazzo.com.ar;2018;80.0;19.6;7.0;5.8;17.3;30.2;1.0
001C000001UBt1TIAT;First Respond;17/06/16;26/07/18;certified;Healthcare Consulting;Health & Human Services;China;Shanghai;Shanghai, Beijing, Shenzhen;Service with Minor Environmental Footprint;Oct-49;www.sos919.com.cn;2018;87.3;22.0;11.2;4.5;13.6;35.9;1.0
001C000001UBt1TIAT;First Respond;17/06/16;17/06/16;certified;Healthcare Consulting;Health & Human Services;China;Shanghai;Shanghai, Beijing, Shenzhen;Service with Minor Environmental Footprint;Oct-49;www.sos919.com.cn;2016;80.6;23.7;15.0;2.1;12.9;26.9;2.0
001C000001LNi8dIAD;Heather Paulsen Consulting;30/12/15;19/12/17;certified;Management and Financial Consulting;Business Products & Services;United States;California;Fort Bragg;Service with Minor Environmental Footprint;0;hpaulsenconsulting.com;2017;115.0;51.8;40.0;13.2;10.0;;1.0
001C000001LNi8dIAD;Heather Paulsen Consulting;30/12/15;30/12/15;certified;Management and Financial Consulting;Business Products & Services;United States;California;Fort Bragg;Service with Minor Environmental Footprint;0;hpaulsenconsulting.com;2015;90.5;34.3;40.0;8.1;7.9;0.0;2.0
0013b00001o3mZ6AAI;Arnerich Massena, Inc.;13/02/20;13/02/20;certified;Investment Advisor;Financial Services;United States;Oregon;Portland;Service with Minor Environmental Footprint;Oct-49;arnerichmassena.com;2019;94.1;18.9;30.9;5.0;7.8;31.3;1.0
0013b00001uN1hxAAC;Higson;22/02/22;22/02/22;certified;Education & Training Services;Education & Training Services;United Kingdom;City of London;London;Service with Minor Environmental Footprint;01-Sep;www.consulthigson.com;2021;113.3;40.4;21.5;5.5;14.9;30.8;1.0
001C000001lOK5QIAW;Innersense Organic Beauty;29/01/21;29/01/21;certified;Home & Personal Care;Consumer Products & Services;United States;California;Concord;Wholesale/Retail;Oct-49;innersensebeauty.com;2019;83.5;19.3;5.0;17.2;17.9;24.0;1.0
001C000001eEiLkIAK;The Earth Group;26/06/18;29/07/21;certified;Food & Beverage;Consumer Products & Services;Canada;Alberta;Edmonton;Wholesale/Retail;01-Sep;www.earthgroup.org;2020;101.9;48.7;2.0;14.4;14.9;21.6;1.0
001C000001eEiLkIAK;The Earth Group;26/06/18;26/06/18;certified;Food & Beverage;Consumer Products & Services;Canada;Alberta;Edmonton;Wholesale/Retail;01-Sep;www.earthgroup.org;2018;110.4;62.9;0.0;12.1;6.7;28.7;2.0
0013b00001uN12uAAC;Lighthouse;22/11/21;22/11/21;certified;Film & Music Production;Media;United Kingdom;London;London;Service with Minor Environmental Footprint;01-Sep;www.lighthousestudio.io;2021;108.8;50.3;3.4;12.1;15.6;27.1;1.0
001C000001ag8UuIAI;HigherRing;16/08/18;18/03/22;certified;Merchant Services;Business Products & Services;United States;California;San Francisco;Service with Minor Environmental Footprint;Oct-49;www.HigherRing.com;2021;88.2;25.6;5.0;8.6;17.6;31.2;1.0
001C000001ag8UuIAI;HigherRing;16/08/18;16/08/18;certified;Merchant Services;Business Products & Services;United States;California;San Francisco;Service with Minor Environmental Footprint;Oct-49;www.HigherRing.com;2018;86.9;27.6;0.0;12.6;17.5;29.1;2.0
001C000001P7syDIAR;Montcalm TCR;23/02/16;29/03/22;certified;Investment Advisor;Financial Services;United States;California;San Francisco;Service with Minor Environmental Footprint;01-Sep;www.montcalmtcr.com;2021;122.0;19.9;47.3;10.0;16.7;27.7;1.0
001C000001P7syDIAR;Montcalm TCR;23/02/16;25/09/18;certified;Investment Advisor;Financial Services;United States;California;San Francisco;Service with Minor Environmental Footprint;01-Sep;www.montcalmtcr.com;2018;120.8;22.9;48.3;9.0;11.1;29.3;2.0
001C000001P7syDIAR;Montcalm TCR;23/02/16;23/02/16;certified;Investment Advisor;Financial Services;United States;California;San Francisco;Service with Minor Environmental Footprint;01-Sep;www.montcalmtcr.com;2015;111.0;23.1;43.6;5.3;6.8;32.2;3.0
001C000001bVojLIAS;Compugen Finance;05/10/17;05/10/17;certified;Electronics;Consumer Products & Services;Canada;Ontario;Richmond Hill;Wholesale/Retail;Oct-49;www.green4good.ca;2017;91.7;21.2;0.0;36.0;11.0;23.5;1.0
001C000001nAtjlIAC;Reflect Studio;31/10/19;31/10/19;certified;Apparel, Footwear & Accessories;Consumer Products & Services;Turkey;Istanbul;Beyoglu;Wholesale/Retail;Oct-49;www.reflectstudio.com;2019;98.5;26.2;7.5;36.1;7.7;20.8;1.0
001C000001cipTnIAI;Better Ventures;23/02/21;23/02/21;certified;Equity Investor - Developed Markets;Financial Services;United States;California;Oakland;Service with Minor Environmental Footprint;01-Sep;www.better.vc;2019;84.1;13.0;27.9;9.2;14.6;19.0;1.0
001C000001EuclDIAR;Heroic Enterprises, PBC;04/11/15;07/12/17;certified;Education & Training Services;Education & Training Services;United States;Delaware;Austin;Service with Minor Environmental Footprint;01-Sep;www.Heroes.us;2017;80.9;19.8;7.5;12.6;17.1;23.9;1.0
001C000001EuclDIAR;Heroic Enterprises, PBC;04/11/15;04/11/15;certified;Education & Training Services;Education & Training Services;United States;Delaware;Austin;Service with Minor Environmental Footprint;01-Sep;www.Heroes.us;2015;95.4;19.1;27.3;9.2;15.4;24.4;2.0
001C000000ziiZXIAY;SunCommon;06/06/12;23/03/22;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;United States;Vermont;Waterbury;Service with Significant Environmental Footprint;50-249;suncommon.com;2020;106.1;19.6;2.2;41.7;16.3;26.0;1.0
001C000000ziiZXIAY;SunCommon;06/06/12;07/04/17;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;United States;Vermont;Waterbury;Service with Significant Environmental Footprint;50-249;suncommon.com;2017;104.2;19.9;0.0;46.9;16.0;21.4;2.0
001C000000ziiZXIAY;SunCommon;06/06/12;08/12/14;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;United States;Vermont;Waterbury;Service with Significant Environmental Footprint;Oct-49;suncommon.com;2014;112.7;27.2;0.0;37.8;21.6;26.1;3.0
001C000000ziiZXIAY;SunCommon;06/06/12;06/06/12;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;United States;Vermont;Waterbury;Service with Significant Environmental Footprint;Oct-49;suncommon.com;2012;102.7;19.0;0.0;41.2;16.7;25.6;4.0
0013b00001nEXFfAAO;Karen Kane;27/03/20;27/03/20;certified;Apparel, Footwear & Accessories;Consumer Products & Services;United States;California;Los Angeles;Manufacturing;50-249;www.karenkane.com;2019;85.3;24.8;3.1;22.4;14.9;19.9;1.0
001C000001K0yslIAB;BWD Strategic;30/07/15;22/03/22;certified;Marketing & Communications Services;Business Products & Services;Australia;New South Wales;Sydney;Service with Minor Environmental Footprint;Oct-49;bwdstrategic.com;2021;83.3;16.6;13.4;8.3;16.3;28.5;1.0
001C000001K0yslIAB;BWD Strategic;30/07/15;01/03/18;certified;Marketing & Communications Services;Business Products & Services;Australia;New South Wales;Sydney;Service with Minor Environmental Footprint;Oct-49;bwdstrategic.com;2017;80.9;24.9;6.7;9.3;9.5;30.5;2.0
